Transaction_ID,Date,Department,Cost_Category,Budgeted_Revenue,Actual_Revenue,Budgeted_Cost,Actual_Cost
FIN-10782,23/02/2025,Operations,Travel & Entertainment,$0.00,$0.00,"$26,351.00","$31,426.00"
FIN-10783,26/03/2024,HR,Software Licenses,$0.00,$0.00,"$48,847.00","$45,083.00"
FIN-10784,10/01/2025,Marketing,Cloud Infrastructure,"$53,373.00","$58,237.00","$20,692.00","$21,593.00"
FIN-10785,22/09/2024,Engineering,Office Supplies,$0.00,$0.00,"$29,567.00","$28,155.00"
FIN-10786,08/12/2024,Sales,Payroll,"$135,238.00","$154,884.00","$17,657.00","$20,247.00"
FIN-10787,15/04/2024,Operations,Software Licenses,$0.00,$0.00,"$59,928.00","$57,364.00"
FIN-10788,29/03/2024,Marketing,Cloud Infrastructure,"$104,219.00","$112,881.00","$31,902.00","$30,618.00"
FIN-10789,17/05/2025,Operations,Payroll,$0.00,$0.00,"$45,871.00","$53,524.00"
FIN-10790,21/10/2025,Marketing,Cloud Infrastructure,"$104,353.00","$103,440.00","$24,536.00","$25,708.00"
FIN-10791,03/03/2025,Engineering,Office Supplies,$0.00,$0.00,"$41,480.00","$48,031.00"
FIN-10792,18/01/2024,HR,Cloud Infrastructure,$0.00,$0.00,"$57,448.00","$60,559.00"
FIN-10793,02/05/2025,Operations,Travel & Entertainment,$0.00,$0.00,"$12,032.00","$11,462.00"
FIN-10794,11/08/2025,Sales,Office Supplies,"$51,881.00","$57,633.00","$30,789.00","$29,832.00"
FIN-10795,04/07/2025,Sales,Travel & Entertainment,"$117,231.00","$109,473.00","$13,262.00","$14,207.00"
FIN-10796,07/08/2024,Operations,Advertising,$0.00,$0.00,"$33,963.00","$35,567.00"
FIN-10797,09/02/2025,Operations,Advertising,$0.00,$0.00,"$16,855.00","$17,994.00"
FIN-10798,03/07/2024,Engineering,Software Licenses,$0.00,$0.00,"$30,866.00","$36,057.00"
FIN-10799,16/03/2024,Sales,Cloud Infrastructure,"$99,500.00","$108,333.00","$59,459.00","$65,513.00"
FIN-10800,13/10/2024,Operations,Software Licenses,$0.00,$0.00,"$56,675.00","$55,252.00"
FIN-10801,09/02/2025,HR,Travel & Entertainment,$0.00,$0.00,"$25,916.00","$30,093.00"
FIN-10802,17/09/2025,Sales,Office Supplies,"$68,931.00","$74,106.00","$52,933.00","$51,853.00"
FIN-10803,29/09/2024,Marketing,Software Licenses,"$121,386.00","$104,636.00","$21,949.00","$23,770.00"
FIN-10804,10/11/2024,Marketing,Cloud Infrastructure,"$104,028.00","$103,031.00","$36,096.00","$40,851.00"
FIN-10805,28/09/2024,Marketing,Advertising,"$149,025.00","$149,602.00","$10,870.00","$12,832.00"
FIN-10806,12/05/2025,Operations,Advertising,$0.00,$0.00,"$43,885.00","$45,759.00"
FIN-10807,19/06/2024,Operations,Advertising,$0.00,$0.00,"$57,764.00","$52,775.00"
FIN-10808,11/04/2025,HR,Payroll,$0.00,$0.00,"$41,923.00","$44,143.00"
FIN-10809,23/04/2025,Operations,Office Supplies,$0.00,$0.00,"$11,848.00","$12,220.00"
FIN-10810,24/11/2025,Sales,Office Supplies,"$85,554.00","$92,066.00","$13,791.00","$13,394.00"
FIN-10811,19/05/2024,Sales,Travel & Entertainment,"$139,037.00","$156,345.00","$37,527.00","$36,938.00"
FIN-10812,08/07/2024,HR,Payroll,$0.00,$0.00,"$40,826.00","$46,559.00"
FIN-10813,18/05/2024,Engineering,Payroll,$0.00,$0.00,"$53,423.00","$56,998.00"
FIN-10814,27/02/2025,Marketing,Advertising,"$140,020.00","$150,497.00","$35,074.00","$37,087.00"
FIN-10815,20/08/2024,Sales,Cloud Infrastructure,"$63,682.00","$60,722.00","$37,796.00","$44,918.00"
FIN-10816,03/03/2024,Engineering,Office Supplies,$0.00,$0.00,"$20,234.00","$21,922.00"
FIN-10817,26/05/2024,HR,Software Licenses,$0.00,$0.00,"$19,765.00","$23,404.00"
FIN-10818,05/01/2025,HR,Office Supplies,$0.00,$0.00,"$54,757.00","$53,839.00"
FIN-10819,25/10/2024,HR,Software Licenses,$0.00,$0.00,"$39,964.00","$36,090.00"
FIN-10820,14/10/2024,Sales,Payroll,"$149,555.00","$155,059.00","$16,226.00","$16,121.00"
FIN-10821,20/12/2024,Engineering,Office Supplies,$0.00,$0.00,"$14,992.00","$13,893.00"
FIN-10822,31/08/2025,HR,Software Licenses,$0.00,$0.00,"$58,003.00","$55,656.00"
FIN-10823,16/05/2024,HR,Advertising,$0.00,$0.00,"$20,988.00","$21,701.00"
FIN-10824,01/08/2025,Marketing,Advertising,"$81,349.00","$85,300.00","$19,497.00","$21,334.00"
FIN-10825,25/12/2024,Marketing,Cloud Infrastructure,"$58,002.00","$54,422.00","$31,698.00","$35,727.00"
FIN-10826,08/04/2025,Sales,Cloud Infrastructure,"$111,899.00","$124,150.00","$42,299.00","$43,287.00"
FIN-10827,10/06/2024,Marketing,Office Supplies,"$127,963.00","$143,670.00","$30,566.00","$30,249.00"
FIN-10828,02/01/2025,Sales,Advertising,"$76,177.00","$68,969.00","$33,929.00","$36,681.00"
FIN-10829,08/03/2025,HR,Advertising,$0.00,$0.00,"$23,780.00","$26,644.00"
FIN-10830,25/04/2025,HR,Advertising,$0.00,$0.00,"$48,652.00","$50,979.00"
FIN-10831,06/09/2024,HR,Advertising,$0.00,$0.00,"$33,576.00","$31,874.00"
FIN-10832,10/03/2024,Sales,Cloud Infrastructure,"$106,683.00","$114,140.00","$11,987.00","$12,879.00"
FIN-10833,22/10/2025,HR,Cloud Infrastructure,$0.00,$0.00,"$12,773.00","$13,500.00"
FIN-10834,10/07/2024,Engineering,Software Licenses,$0.00,$0.00,"$20,377.00","$20,337.00"
FIN-10835,17/05/2025,Engineering,Travel & Entertainment,$0.00,$0.00,"$30,671.00","$28,565.00"
FIN-10836,24/08/2024,Operations,Travel & Entertainment,$0.00,$0.00,"$57,159.00","$53,023.00"
FIN-10837,15/07/2024,Sales,Cloud Infrastructure,"$145,745.00","$156,189.00","$24,011.00","$26,053.00"
FIN-10838,17/04/2024,HR,Software Licenses,$0.00,$0.00,"$20,956.00","$22,431.00"
FIN-10839,20/03/2025,Operations,Advertising,$0.00,$0.00,"$51,691.00","$61,774.00"
FIN-10840,01/04/2025,Marketing,Travel & Entertainment,"$133,639.00","$127,525.00","$56,326.00","$52,648.00"
FIN-10841,10/08/2025,Sales,Advertising,"$136,567.00","$156,619.00","$28,816.00","$28,120.00"
FIN-10842,09/07/2024,Marketing,Advertising,"$84,217.00","$92,391.00","$19,424.00","$17,927.00"
FIN-10843,02/09/2025,Operations,Advertising,$0.00,$0.00,"$30,142.00","$27,596.00"
FIN-10844,24/08/2025,Operations,Payroll,$0.00,$0.00,"$59,317.00","$61,690.00"
FIN-10845,12/08/2025,Operations,Advertising,$0.00,$0.00,"$16,509.00","$15,762.00"
FIN-10846,12/03/2024,Operations,Advertising,$0.00,$0.00,"$59,420.00","$61,662.00"
FIN-10847,01/09/2024,Engineering,Office Supplies,$0.00,$0.00,"$38,677.00","$42,690.00"
FIN-10848,23/07/2025,Sales,Payroll,"$72,553.00","$82,067.00","$27,369.00","$27,979.00"
FIN-10849,24/07/2025,Marketing,Software Licenses,"$125,139.00","$127,473.00","$14,621.00","$16,864.00"
FIN-10850,18/01/2025,HR,Cloud Infrastructure,$0.00,$0.00,"$34,042.00","$31,087.00"
FIN-10851,22/02/2025,Sales,Cloud Infrastructure,"$142,050.00","$130,607.00","$19,890.00","$20,306.00"
FIN-10852,07/03/2025,HR,Travel & Entertainment,$0.00,$0.00,"$32,908.00","$33,304.00"
FIN-10853,28/12/2024,Marketing,Payroll,"$87,663.00","$94,238.00","$57,929.00","$61,482.00"
FIN-10854,07/04/2025,HR,Cloud Infrastructure,$0.00,$0.00,"$56,799.00","$65,216.00"
FIN-10855,08/07/2024,HR,Travel & Entertainment,$0.00,$0.00,"$57,961.00","$55,089.00"
FIN-10856,24/08/2024,Marketing,Cloud Infrastructure,"$78,807.00","$78,864.00","$55,226.00","$54,049.00"
FIN-10857,01/05/2025,Operations,Software Licenses,$0.00,$0.00,"$46,343.00","$48,168.00"
FIN-10858,12/04/2024,Marketing,Travel & Entertainment,"$103,218.00","$90,564.00","$37,877.00","$40,126.00"
FIN-10859,15/07/2024,Operations,Travel & Entertainment,$0.00,$0.00,"$26,806.00","$30,007.00"
FIN-10860,19/06/2024,Operations,Travel & Entertainment,$0.00,$0.00,"$20,589.00","$21,867.00"
FIN-10861,25/09/2025,Operations,Advertising,$0.00,$0.00,"$49,531.00","$50,210.00"
FIN-10862,06/01/2024,Marketing,Software Licenses,"$143,966.00","$143,275.00","$59,759.00","$58,702.00"
FIN-10863,20/07/2024,HR,Advertising,$0.00,$0.00,"$12,671.00","$14,765.00"
FIN-10864,22/03/2025,Engineering,Software Licenses,$0.00,$0.00,"$13,722.00","$15,284.00"
FIN-10865,05/04/2024,HR,Office Supplies,$0.00,$0.00,"$53,856.00","$60,238.00"
FIN-10866,19/02/2025,Engineering,Advertising,$0.00,$0.00,"$27,600.00","$28,153.00"
FIN-10867,29/05/2025,Sales,Office Supplies,"$52,123.00","$54,617.00","$59,376.00","$61,115.00"
FIN-10868,07/09/2024,Sales,Payroll,"$51,814.00","$45,063.00","$26,508.00","$25,628.00"
FIN-10869,16/02/2024,HR,Advertising,$0.00,$0.00,"$45,739.00","$42,955.00"
FIN-10870,04/09/2024,Sales,Software Licenses,"$116,253.00","$124,073.00","$38,141.00","$38,824.00"
FIN-10871,09/01/2025,Sales,Payroll,"$75,933.00","$68,179.00","$36,671.00","$34,797.00"
FIN-10872,08/04/2024,Engineering,Cloud Infrastructure,$0.00,$0.00,"$16,548.00","$19,600.00"
FIN-10873,17/05/2025,Sales,Advertising,"$55,695.00","$51,981.00","$57,224.00","$58,705.00"
FIN-10874,23/02/2024,Engineering,Cloud Infrastructure,$0.00,$0.00,"$35,359.00","$37,911.00"
FIN-10875,13/06/2025,Engineering,Travel & Entertainment,$0.00,$0.00,"$18,378.00","$19,755.00"
FIN-10876,18/09/2024,Sales,Office Supplies,"$120,122.00","$113,146.00","$32,831.00","$36,419.00"
FIN-10877,30/11/2025,Operations,Office Supplies,$0.00,$0.00,"$15,877.00","$16,881.00"
FIN-10878,09/10/2024,HR,Office Supplies,$0.00,$0.00,"$26,524.00","$30,494.00"
FIN-10879,17/01/2024,Operations,Payroll,$0.00,$0.00,"$30,855.00","$30,170.00"
FIN-10880,03/06/2025,Operations,Software Licenses,$0.00,$0.00,"$47,583.00","$45,583.00"
FIN-10881,21/09/2025,Operations,Office Supplies,$0.00,$0.00,"$25,972.00","$24,025.00"
FIN-10882,03/02/2025,Marketing,Travel & Entertainment,"$102,347.00","$110,302.00","$33,324.00","$33,334.00"
FIN-10883,15/08/2024,HR,Cloud Infrastructure,$0.00,$0.00,"$22,748.00","$24,376.00"
FIN-10884,04/03/2024,Operations,Cloud Infrastructure,$0.00,$0.00,"$33,862.00","$32,039.00"
FIN-10885,21/10/2025,Sales,Advertising,"$54,926.00","$52,636.00","$45,733.00","$42,882.00"
FIN-10886,25/05/2024,Operations,Advertising,$0.00,$0.00,"$30,323.00","$32,610.00"
FIN-10887,15/04/2025,Marketing,Travel & Entertainment,"$133,829.00","$124,186.00","$45,349.00","$45,403.00"
FIN-10888,01/01/2025,HR,Payroll,$0.00,$0.00,"$41,730.00","$42,706.00"
FIN-10889,04/08/2025,HR,Payroll,$0.00,$0.00,"$51,107.00","$56,316.00"
FIN-10890,22/01/2025,Marketing,Software Licenses,"$78,164.00","$70,104.00","$33,165.00","$35,172.00"
FIN-10891,04/10/2024,Marketing,Office Supplies,"$110,380.00","$126,597.00","$41,308.00","$49,477.00"
FIN-10892,09/09/2025,HR,Cloud Infrastructure,$0.00,$0.00,"$51,449.00","$58,556.00"
FIN-10893,18/01/2025,Engineering,Payroll,$0.00,$0.00,"$20,068.00","$23,275.00"
FIN-10894,04/12/2024,Operations,Software Licenses,$0.00,$0.00,"$30,666.00","$31,382.00"
FIN-10895,09/05/2024,Marketing,Office Supplies,"$140,071.00","$142,770.00","$26,527.00","$29,006.00"
FIN-10896,26/02/2025,Operations,Cloud Infrastructure,$0.00,$0.00,"$41,831.00","$47,979.00"
FIN-10897,06/12/2024,HR,Software Licenses,$0.00,$0.00,"$54,910.00","$62,900.00"
FIN-10898,29/08/2025,Sales,Payroll,"$111,386.00","$127,825.00","$10,320.00","$11,306.00"
FIN-10899,29/06/2024,Marketing,Software Licenses,"$145,849.00","$161,844.00","$20,770.00","$19,477.00"
FIN-10900,22/10/2024,Marketing,Cloud Infrastructure,"$123,034.00","$135,837.00","$26,395.00","$24,957.00"
FIN-10901,30/06/2024,Marketing,Payroll,"$79,327.00","$67,556.00","$25,029.00","$25,747.00"
FIN-10902,08/11/2025,HR,Payroll,$0.00,$0.00,"$14,873.00","$16,474.00"
FIN-10903,26/12/2024,Marketing,Travel & Entertainment,"$67,653.00","$60,163.00","$50,469.00","$47,269.00"
FIN-10904,28/12/2024,Engineering,Payroll,$0.00,$0.00,"$39,007.00","$39,100.00"
FIN-10905,18/04/2025,Sales,Software Licenses,"$55,543.00","$49,317.00","$55,256.00","$60,053.00"
FIN-10906,19/05/2025,Marketing,Office Supplies,"$122,742.00","$127,579.00","$38,992.00","$42,963.00"
FIN-10907,06/11/2025,Engineering,Software Licenses,$0.00,$0.00,"$36,270.00","$41,407.00"
FIN-10908,12/07/2024,Operations,Office Supplies,$0.00,$0.00,"$37,236.00","$39,956.00"
FIN-10909,04/05/2024,Operations,Software Licenses,$0.00,$0.00,"$29,053.00","$26,931.00"
FIN-10910,19/10/2025,Marketing,Software Licenses,"$70,811.00","$63,390.00","$15,573.00","$17,354.00"
FIN-10911,23/02/2025,Operations,Office Supplies,$0.00,$0.00,"$12,776.00","$12,678.00"
FIN-10912,12/06/2024,HR,Software Licenses,$0.00,$0.00,"$24,629.00","$24,351.00"
FIN-10913,24/04/2025,Operations,Cloud Infrastructure,$0.00,$0.00,"$19,615.00","$18,935.00"
FIN-10914,27/03/2025,Operations,Cloud Infrastructure,$0.00,$0.00,"$15,581.00","$16,090.00"
FIN-10915,30/01/2025,Sales,Travel & Entertainment,"$106,918.00","$108,732.00","$24,022.00","$22,529.00"
FIN-10916,10/06/2025,HR,Payroll,$0.00,$0.00,"$35,256.00","$36,602.00"
FIN-10917,09/07/2025,Marketing,Travel & Entertainment,"$93,116.00","$104,129.00","$33,382.00","$37,343.00"
FIN-10918,24/07/2024,Engineering,Payroll,$0.00,$0.00,"$44,036.00","$49,040.00"
FIN-10919,20/04/2025,Engineering,Advertising,$0.00,$0.00,"$26,309.00","$24,405.00"
FIN-10920,07/09/2024,HR,Cloud Infrastructure,$0.00,$0.00,"$58,328.00","$62,173.00"
FIN-10921,25/05/2025,Sales,Advertising,"$84,753.00","$87,477.00","$47,371.00","$45,841.00"
FIN-10922,12/03/2024,Sales,Office Supplies,"$114,427.00","$100,580.00","$17,754.00","$20,397.00"
FIN-10923,19/07/2025,Engineering,Travel & Entertainment,$0.00,$0.00,"$24,389.00","$28,342.00"
FIN-10924,02/09/2025,HR,Advertising,$0.00,$0.00,"$44,754.00","$51,187.00"
FIN-10925,27/02/2024,Operations,Payroll,$0.00,$0.00,"$48,736.00","$51,012.00"
FIN-10926,21/11/2024,Operations,Cloud Infrastructure,$0.00,$0.00,"$13,744.00","$14,977.00"
FIN-10927,05/11/2025,Operations,Cloud Infrastructure,$0.00,$0.00,"$50,299.00","$55,732.00"
FIN-10928,12/09/2025,HR,Payroll,$0.00,$0.00,"$23,990.00","$27,872.00"
FIN-10929,11/04/2024,Engineering,Travel & Entertainment,$0.00,$0.00,"$51,612.00","$56,882.00"
FIN-10930,16/03/2025,HR,Office Supplies,$0.00,$0.00,"$28,542.00","$30,971.00"
FIN-10931,12/02/2024,Engineering,Office Supplies,$0.00,$0.00,"$54,231.00","$64,483.00"
FIN-10932,18/09/2025,Marketing,Cloud Infrastructure,"$106,396.00","$107,716.00","$23,331.00","$25,560.00"
FIN-10933,04/07/2025,Engineering,Office Supplies,$0.00,$0.00,"$22,254.00","$20,473.00"
FIN-10934,27/10/2025,Marketing,Cloud Infrastructure,"$131,418.00","$113,344.00","$39,098.00","$38,376.00"
FIN-10935,03/01/2025,Marketing,Office Supplies,"$121,232.00","$138,581.00","$22,615.00","$24,309.00"
FIN-10936,10/01/2025,Engineering,Travel & Entertainment,$0.00,$0.00,"$52,904.00","$58,730.00"
FIN-10937,13/10/2025,Engineering,Cloud Infrastructure,$0.00,$0.00,"$44,420.00","$47,036.00"
FIN-10938,22/08/2025,Sales,Travel & Entertainment,"$124,328.00","$136,755.00","$46,405.00","$46,377.00"
FIN-10939,21/09/2025,HR,Cloud Infrastructure,$0.00,$0.00,"$48,367.00","$54,503.00"
FIN-10940,31/12/2024,Marketing,Cloud Infrastructure,"$80,133.00","$81,346.00","$37,052.00","$34,685.00"
FIN-10941,23/06/2025,Engineering,Payroll,$0.00,$0.00,"$14,633.00","$16,750.00"
FIN-10942,24/06/2025,Engineering,Payroll,$0.00,$0.00,"$58,291.00","$55,365.00"
FIN-10943,30/06/2025,HR,Payroll,$0.00,$0.00,"$23,007.00","$21,494.00"
FIN-10944,14/05/2025,Operations,Travel & Entertainment,$0.00,$0.00,"$24,414.00","$25,283.00"
FIN-10945,04/08/2024,Engineering,Advertising,$0.00,$0.00,"$37,241.00","$40,376.00"
FIN-10946,29/06/2024,HR,Software Licenses,$0.00,$0.00,"$21,350.00","$21,872.00"
FIN-10947,02/06/2025,Sales,Software Licenses,"$81,728.00","$73,181.00","$27,848.00","$30,090.00"
FIN-10948,15/01/2025,Marketing,Advertising,"$72,490.00","$68,968.00","$45,328.00","$43,005.00"
FIN-10949,06/07/2024,Marketing,Office Supplies,"$141,024.00","$146,099.00","$18,693.00","$17,152.00"
FIN-10950,27/05/2025,Marketing,Payroll,"$146,444.00","$149,826.00","$38,412.00","$37,500.00"
FIN-10951,18/10/2024,Marketing,Office Supplies,"$121,466.00","$123,865.00","$58,785.00","$55,941.00"
FIN-10952,16/02/2025,Engineering,Cloud Infrastructure,$0.00,$0.00,"$17,354.00","$17,552.00"
FIN-10953,24/02/2025,Sales,Advertising,"$78,633.00","$77,923.00","$25,848.00","$29,687.00"
FIN-10954,31/10/2025,Engineering,Software Licenses,$0.00,$0.00,"$16,411.00","$18,849.00"
FIN-10955,13/06/2025,Marketing,Travel & Entertainment,"$78,926.00","$89,365.00","$18,448.00","$18,391.00"
FIN-10956,21/08/2025,Marketing,Travel & Entertainment,"$56,533.00","$60,299.00","$19,927.00","$22,726.00"
FIN-10957,19/01/2024,Operations,Software Licenses,$0.00,$0.00,"$20,846.00","$24,987.00"
FIN-10958,25/06/2025,Sales,Software Licenses,"$117,616.00","$105,236.00","$36,123.00","$42,811.00"
FIN-10959,03/06/2024,Sales,Advertising,"$99,556.00","$85,008.00","$36,140.00","$35,565.00"
FIN-10960,26/04/2024,Marketing,Office Supplies,"$55,606.00","$53,620.00","$34,849.00","$37,631.00"
FIN-10961,13/11/2025,Marketing,Office Supplies,"$148,725.00","$136,068.00","$59,056.00","$67,950.00"
FIN-10962,29/08/2025,Marketing,Cloud Infrastructure,"$120,211.00","$109,370.00","$37,843.00","$38,067.00"
FIN-10963,27/08/2025,Marketing,Office Supplies,"$111,822.00","$116,231.00","$37,832.00","$34,214.00"
FIN-10964,23/05/2024,HR,Office Supplies,$0.00,$0.00,"$22,466.00","$24,436.00"
FIN-10965,21/09/2024,Marketing,Travel & Entertainment,"$122,095.00","$133,993.00","$40,916.00","$46,198.00"
FIN-10966,24/04/2025,Engineering,Software Licenses,$0.00,$0.00,"$22,070.00","$22,337.00"
FIN-10967,02/05/2024,Engineering,Cloud Infrastructure,$0.00,$0.00,"$45,163.00","$43,954.00"
FIN-10968,04/02/2024,HR,Advertising,$0.00,$0.00,"$26,972.00","$31,981.00"
FIN-10969,07/03/2024,Marketing,Office Supplies,"$87,038.00","$87,186.00","$39,122.00","$36,044.00"
FIN-10970,16/01/2024,Operations,Cloud Infrastructure,$0.00,$0.00,"$16,477.00","$19,573.00"
FIN-10971,22/11/2024,Marketing,Payroll,"$94,439.00","$95,144.00","$36,027.00","$32,916.00"
FIN-10972,05/05/2025,Sales,Payroll,"$83,073.00","$74,845.00","$38,112.00","$43,407.00"
FIN-10973,08/05/2025,Sales,Office Supplies,"$118,472.00","$102,801.00","$38,805.00","$42,890.00"
FIN-10974,02/03/2025,Sales,Software Licenses,"$102,413.00","$98,791.00","$37,281.00","$41,073.00"
FIN-10975,14/11/2024,Sales,Office Supplies,"$68,610.00","$65,134.00","$56,751.00","$59,412.00"
FIN-10976,19/08/2024,HR,Office Supplies,$0.00,$0.00,"$17,235.00","$16,427.00"
FIN-10977,18/11/2024,Marketing,Advertising,"$129,823.00","$147,861.00","$42,230.00","$42,987.00"
FIN-10978,25/09/2024,Operations,Payroll,$0.00,$0.00,"$55,203.00","$52,647.00"
FIN-10979,01/01/2025,Marketing,Software Licenses,"$135,961.00","$137,875.00","$42,113.00","$42,095.00"
FIN-10980,10/08/2025,Operations,Software Licenses,$0.00,$0.00,"$44,552.00","$48,750.00"
FIN-10981,26/05/2024,Engineering,Travel & Entertainment,$0.00,$0.00,"$49,449.00","$57,474.00"
FIN-10982,08/01/2025,Operations,Office Supplies,$0.00,$0.00,"$19,943.00","$20,337.00"
FIN-10983,16/07/2025,Engineering,Advertising,$0.00,$0.00,"$50,437.00","$48,340.00"
FIN-10984,16/03/2024,HR,Office Supplies,$0.00,$0.00,"$52,939.00","$56,830.00"
FIN-10985,23/06/2025,Engineering,Office Supplies,$0.00,$0.00,"$15,296.00","$18,158.00"
FIN-10986,02/09/2025,Marketing,Cloud Infrastructure,"$133,111.00","$135,051.00","$25,997.00","$27,449.00"
FIN-10987,05/11/2024,HR,Cloud Infrastructure,$0.00,$0.00,"$30,923.00","$37,052.00"
FIN-10988,23/08/2024,Operations,Software Licenses,$0.00,$0.00,"$38,756.00","$46,408.00"
FIN-10989,05/03/2024,Engineering,Cloud Infrastructure,$0.00,$0.00,"$59,002.00","$60,507.00"
FIN-10990,06/06/2024,Operations,Cloud Infrastructure,$0.00,$0.00,"$13,729.00","$14,726.00"
FIN-10991,12/08/2024,Operations,Payroll,$0.00,$0.00,"$41,334.00","$44,063.00"
FIN-10992,10/04/2025,Engineering,Cloud Infrastructure,$0.00,$0.00,"$27,065.00","$28,199.00"
FIN-10993,07/03/2025,HR,Cloud Infrastructure,$0.00,$0.00,"$45,461.00","$45,423.00"
FIN-10994,01/09/2024,Operations,Payroll,$0.00,$0.00,"$50,734.00","$48,640.00"
FIN-10995,22/10/2024,Operations,Travel & Entertainment,$0.00,$0.00,"$21,440.00","$20,152.00"
FIN-10996,10/04/2024,Operations,Office Supplies,$0.00,$0.00,"$54,432.00","$60,321.00"
FIN-10997,20/06/2025,Marketing,Software Licenses,"$124,024.00","$123,884.00","$49,932.00","$55,942.00"
FIN-10998,15/03/2024,Marketing,Cloud Infrastructure,"$55,622.00","$56,854.00","$27,632.00","$25,626.00"
FIN-10999,25/05/2024,Sales,Office Supplies,"$122,572.00","$108,796.00","$32,499.00","$31,935.00"
FIN-11000,22/05/2025,Engineering,Software Licenses,$0.00,$0.00,"$22,632.00","$22,514.00"
FIN-11001,08/08/2024,Engineering,Cloud Infrastructure,$0.00,$0.00,"$17,349.00","$20,366.00"
FIN-11002,02/10/2025,Marketing,Cloud Infrastructure,"$87,344.00","$81,285.00","$34,299.00","$39,005.00"
FIN-11003,05/02/2025,Marketing,Payroll,"$131,788.00","$135,506.00","$44,836.00","$46,089.00"
FIN-11004,17/02/2024,Engineering,Software Licenses,$0.00,$0.00,"$57,645.00","$64,243.00"
FIN-11005,30/09/2024,HR,Office Supplies,$0.00,$0.00,"$47,244.00","$54,026.00"
FIN-11006,15/01/2024,HR,Payroll,$0.00,$0.00,"$53,628.00","$61,114.00"
FIN-11007,22/01/2025,Sales,Cloud Infrastructure,"$56,008.00","$62,496.00","$40,966.00","$45,012.00"
FIN-11008,19/03/2024,Marketing,Software Licenses,"$86,444.00","$97,640.00","$15,033.00","$16,848.00"
FIN-11009,07/07/2024,Sales,Cloud Infrastructure,"$95,246.00","$87,561.00","$14,616.00","$13,757.00"
FIN-11010,23/09/2024,Engineering,Travel & Entertainment,$0.00,$0.00,"$21,772.00","$19,755.00"
FIN-11011,12/06/2024,Operations,Office Supplies,$0.00,$0.00,"$26,932.00","$26,170.00"
FIN-11012,13/03/2024,HR,Software Licenses,$0.00,$0.00,"$42,567.00","$50,208.00"
FIN-11013,06/09/2025,Operations,Travel & Entertainment,$0.00,$0.00,"$54,237.00","$54,897.00"
FIN-11014,15/07/2024,Sales,Software Licenses,"$75,363.00","$72,956.00","$55,264.00","$52,762.00"
FIN-11015,26/10/2025,Operations,Software Licenses,$0.00,$0.00,"$21,110.00","$23,001.00"
FIN-11016,09/01/2025,Engineering,Software Licenses,$0.00,$0.00,"$54,130.00","$55,658.00"
FIN-11017,10/07/2024,Operations,Cloud Infrastructure,$0.00,$0.00,"$56,805.00","$58,031.00"
FIN-11018,11/04/2025,Sales,Office Supplies,"$110,430.00","$118,754.00","$41,670.00","$47,068.00"
FIN-11019,26/09/2024,Sales,Cloud Infrastructure,"$81,186.00","$88,199.00","$27,551.00","$28,814.00"
FIN-11020,19/08/2024,Engineering,Software Licenses,$0.00,$0.00,"$19,947.00","$21,542.00"
FIN-11021,17/08/2025,Marketing,Payroll,"$78,350.00","$88,367.00","$43,798.00","$50,681.00"
FIN-11022,29/06/2025,HR,Payroll,$0.00,$0.00,"$27,297.00","$32,306.00"
FIN-11023,11/10/2024,Sales,Payroll,"$114,173.00","$119,164.00","$58,665.00","$57,085.00"
FIN-11024,26/04/2025,HR,Cloud Infrastructure,$0.00,$0.00,"$23,386.00","$27,090.00"
FIN-11025,18/03/2024,Engineering,Software Licenses,$0.00,$0.00,"$59,839.00","$59,758.00"
FIN-11026,02/07/2024,Engineering,Cloud Infrastructure,$0.00,$0.00,"$52,771.00","$52,076.00"
FIN-11027,28/02/2024,Sales,Travel & Entertainment,"$52,716.00","$56,542.00","$27,719.00","$30,326.00"
FIN-11028,04/02/2024,Engineering,Cloud Infrastructure,$0.00,$0.00,"$30,213.00","$29,975.00"
FIN-11029,02/06/2025,Engineering,Payroll,$0.00,$0.00,"$10,463.00","$12,081.00"
FIN-11030,20/06/2024,Sales,Cloud Infrastructure,"$120,474.00","$126,858.00","$18,881.00","$19,268.00"
FIN-11031,13/06/2024,Sales,Cloud Infrastructure,"$66,766.00","$66,309.00","$21,695.00","$24,919.00"
FIN-11032,11/08/2024,Engineering,Office Supplies,$0.00,$0.00,"$48,333.00","$49,331.00"
FIN-11033,26/09/2024,Operations,Travel & Entertainment,$0.00,$0.00,"$39,086.00","$36,842.00"
FIN-11034,24/01/2024,HR,Software Licenses,$0.00,$0.00,"$19,265.00","$19,108.00"
FIN-11035,12/05/2025,Engineering,Software Licenses,$0.00,$0.00,"$53,254.00","$52,251.00"
FIN-11036,21/01/2025,Operations,Payroll,$0.00,$0.00,"$50,801.00","$57,539.00"
FIN-11037,17/12/2024,Operations,Advertising,$0.00,$0.00,"$11,907.00","$12,660.00"
FIN-11038,01/01/2024,Marketing,Advertising,"$112,699.00","$113,630.00","$58,476.00","$61,760.00"
FIN-11039,16/05/2025,Operations,Travel & Entertainment,$0.00,$0.00,"$31,029.00","$28,513.00"
FIN-11040,12/12/2024,Marketing,Payroll,"$63,668.00","$66,784.00","$21,357.00","$21,881.00"
FIN-11041,19/08/2025,Operations,Travel & Entertainment,$0.00,$0.00,"$24,626.00","$28,775.00"
